Symbol,Name,Last Sale,Net Change,% Change,Market Cap
AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares,$5.94,1.62,37.50%,"844,131,636"
PTRA,Proterra Inc. Common Stock,$3.74,-0.03,-0.796%,"843,552,347"
PRVB,"Provention Bio, Inc. Common Stock",$9.67,-0.90,-8.515%,"843,133,750"
CDMO,"Avid Bioservices, Inc. Common Stock",$13.48,-0.29,-2.106%,"839,930,213"
CUTR,"Cutera, Inc. Common Stock",$42.73,-1.49,-3.37%,"838,169,375"
LYEL,"Lyell Immunopharma, Inc. Common Stock",$3.36,-0.11,-3.17%,"837,734,107"
MOND,"Mondee Holdings, Inc. Class A Common Stock",$10.18,-0.7006,-6.439%,"837,469,509"
IDYA,"IDEAYA Biosciences, Inc. Common Stock",$17.38,-0.79,-4.348%,"836,212,647"
QCRH,"QCR Holdings, Inc. Common Stock",$49.43,-0.21,-0.423%,"834,596,831"
RICK,"RCI Hospitality Holdings, Inc. Common Stock",$90.39,-2.80,-3.005%,"834,320,038"
CTBI,"Community Trust Bancorp, Inc. Common Stock",$46.46,0.53,1.154%,"832,483,289"
NVAX,"Novavax, Inc. Common Stock",$9.79,-0.49,-4.767%,"832,188,690"
ASLE,AerSale Corporation Common Stock,$16.06,-0.16,-0.986%,"831,501,120"
SKYW,"SkyWest, Inc. Common Stock",$16.43,-0.08,-0.485%,"831,331,926"
ANAB,"AnaptysBio, Inc. Common Stock",$29.22,-1.77,-5.712%,"830,772,287"
ALLO,"Allogene Therapeutics, Inc. Common Stock",$5.76,-0.53,-8.426%,"830,650,487"
AVO,"Mission Produce, Inc. Common Stock",$11.71,0.09,0.775%,"827,540,255"
BFC,Bank First Corporation Common Stock,$91.55,-1.27,-1.368%,"826,604,126"
FWRG,"First Watch Restaurant Group, Inc. Common Stock",$13.88,0.35,2.587%,"821,690,712"
STGW,Stagwell Inc. Class A Common Stock,$6.28,0.07,1.127%,"821,358,493"
AMWD,American Woodmark Corporation Common Stock,$49.32,0.46,0.941%,"819,788,508"
SHEN,Shenandoah Telecommunications Co Common Stock,$16.36,0.48,3.023%,"819,608,253"
WINA,Winmark Corporation Common Stock,$237.65,1.82,0.772%,"816,989,843"
CHY,Calamos Convertible and High Income Fund Common Stock,$10.77,0.22,2.085%,"814,874,344"
WASH,"Washington Trust Bancorp, Inc. Common Stock",$47.32,0.14,0.297%,"813,000,330"
VREX,Varex Imaging Corporation Common Stock,$20.22,-0.08,-0.394%,"810,561,162"
RBCAA,"Republic Bancorp, Inc. Class A Common Stock",$40.98,0.06,0.147%,"809,225,298"
FFWM,First Foundation Inc. Common Stock,$14.31,-0.02,-0.14%,"806,907,572"
KURA,"Kura Oncology, Inc. Common Stock",$12.05,-0.36,-2.901%,"806,108,513"
AMRK,"A-Mark Precious Metals, Inc. Common Stock",$34.36,-0.37,-1.065%,"805,856,728"
AOSL,Alpha and Omega Semiconductor Limited Common Shares,$29.32,0.75,2.625%,"803,601,827"
HWKN,"Hawkins, Inc. Common Stock",$38.23,-0.37,-0.959%,"803,573,497"
GGR,Gogoro Inc. Ordinary Shares,$3.35,0.17,5.346%,"801,427,703"
GSHD,"Goosehead Insurance, Inc. Class A Common Stock",$35.25,0.91,2.65%,"799,577,513"
RTL,"The Necessity Retail REIT, Inc. Class A Common Stock",$5.95,0.02,0.337%,"798,634,662"
PTLO,Portillo's Inc. Class A Common Stock,$16.53,0.21,1.287%,"798,443,598"
VRAY,"ViewRay, Inc. Common Stock",$4.40,-0.08,-1.786%,"798,229,432"
PEBO,Peoples Bancorp Inc. Common Stock,$28.19,-0.06,-0.212%,"796,973,557"
SSYS,"Stratasys, Ltd. Ordinary Shares (Israel)",$11.92,0.06,0.506%,"796,065,280"
MGIC,Magic Software Enterprises Ltd. Ordinary Shares,$16.18,0.1571,0.98%,"794,325,630"
GPRO,"GoPro, Inc. Class A Common Stock",$5.08,0.10,2.008%,"792,109,099"
COLL,"Collegium Pharmaceutical, Inc. Common Stock",$23.58,0.38,1.638%,"791,625,944"
HCCI,"Heritage-Crystal Clean, Inc. Common Stock",$32.70,0.22,0.677%,"790,597,677"
SPRY,"ARS Pharmaceuticals, Inc. Common Stock",$8.42,-0.11,-1.29%,"789,544,789"
BYND,"Beyond Meat, Inc. Common Stock",$12.38,0.07,0.569%,"789,129,835"
CHI,Calamos Convertible Opportunities and Income Fund Common Stock,$10.64,0.13,1.237%,"788,224,989"
AVPT,"AvePoint, Inc. Class A Common Stock",$4.22,0.11,2.676%,"787,751,417"
HTBK,Heritage Commerce Corp Common Stock,$12.93,-0.07,-0.538%,"785,096,592"
LPRO,Open Lending Corporation Class A Common Stock,$6.78,0.03,0.444%,"784,106,383"
JRVR,"James River Group Holdings, Ltd. Common Shares",$20.89,-0.02,-0.096%,"782,540,256"
IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares,$21.46,0.03,0.14%,"780,328,649"
TBLA,Taboola.com Ltd. Ordinary Shares,$3.08,UNCH,--,"780,257,872"
USLM,"United States Lime & Minerals, Inc. Common Stock",$137.02,-3.74,-2.657%,"777,388,451"
LPSN,"LivePerson, Inc. Common Stock",$10.28,0.14,1.381%,"774,372,539"
COGT,"Cogent Biosciences, Inc. Common Stock",$11.07,-0.49,-4.239%,"773,720,314"
SLRC,SLR Investment Corp. Common Stock,$14.12,0.21,1.51%,"773,389,832"
MTTR,"Matterport, Inc. Class A Common Stock",$2.69,-0.11,-3.929%,"773,223,063"
PLL,Piedmont Lithium Inc. Common Stock,$42.82,-1.20,-2.726%,"771,197,963"
QNST,"QuinStreet, Inc. Common Stock",$14.37,0.02,0.139%,"770,811,801"
ALT,"Altimmune, Inc. Common Stock",$15.63,-0.82,-4.985%,"768,356,045"
ICHR,Ichor Holdings Ordinary Shares,$26.65,-0.17,-0.634%,"767,587,558"
MERC,Mercer International Inc. Common Stock,$11.60,-0.04,-0.344%,"767,539,416"
CRNC,Cerence Inc. Common Stock,$19.14,0.61,3.292%,"765,936,883"
SVFA,SVF Investment Corp. Class A Ordinary Shares,$10.13,0.02,0.198%,"764,498,438"
PNT,POINT Biopharma Global Inc. Common Stock,$7.22,-0.07,-0.96%,"762,755,030"
UVSP,Univest Financial Corporation Common Stock,$26.04,-0.09,-0.344%,"761,473,424"
MFIC,MidCap Financial Investment Corporation Common Stock,$11.63,0.23,2.018%,"761,199,305"
DCGO,DocGo Inc. Common Stock,$7.39,0.32,4.526%,"756,818,487"
SLP,"Simulations Plus, Inc. Common Stock",$37.23,0.66,1.805%,"756,281,099"
BLFS,"BioLife Solutions, Inc. Common Stock",$17.67,-0.53,-2.912%,"755,675,114"
COCO,"The Vita Coco Company, Inc. Common Stock",$13.50,-0.32,-2.315%,"754,977,942"
AVXL,Anavex Life Sciences Corp. Common Stock,$9.68,0.42,4.536%,"754,670,369"
HSTM,"HealthStream, Inc. Common Stock",$24.67,-0.17,-0.684%,"754,156,719"
NFBK,"Northfield Bancorp, Inc. Common Stock (Delaware)",$15.77,0.04,0.254%,"753,341,968"
TCPC,BlackRock TCP Capital Corp. Common Stock,$13.03,0.09,0.696%,"752,707,450"
ALEC,"Alector, Inc. Common Stock",$9.10,-0.13,-1.408%,"752,584,005"
FBMS,"First Bancshares, Inc.",$31.28,-0.73,-2.281%,"751,592,556"
PHAR,"Pharming Group N.V. ADS, each representing 10 ordinary shares",$11.51,0.48,4.352%,"750,928,836"
SCLX,Scilex Holding Company Common Stock,$5.3136,1.3236,33.173%,"749,742,881"
HAFC,Hanmi Financial Corporation Common Stock,$24.59,-0.16,-0.646%,"749,653,568"
CGBD,"Carlyle Secured Lending, Inc. Common Stock",$14.57,0.26,1.817%,"748,370,551"
SCSC,"ScanSource, Inc. Common Stock",$29.52,0.30,1.027%,"748,284,060"
ARCE,Arco Platform Limited Class A Common Shares,$13.14,-0.36,-2.667%,"747,027,383"
GOOD,Gladstone Commercial Corporation Real Estate Investment Trust,$18.83,0.33,1.784%,"745,799,979"
ATNI,"ATN International, Inc. Common Stock",$47.24,1.93,4.26%,"744,660,229"
SGH,"SMART Global Holdings, Inc. Ordinary Shares",$15.12,0.24,1.613%,"744,571,729"
CENX,Century Aluminum Company Common Stock,$8.15,-0.03,-0.367%,"744,479,916"
ROVR,"Rover Group, Inc. Class A Common Stock",$4.05,0.38,10.354%,"744,200,326"
CTIC,CTI BioPharma Corp. (DE) Common Stock,$5.86,-0.15,-2.496%,"743,600,030"
BIOX,Bioceres Crop Solutions Corp. Ordinary Shares,$11.81,-0.22,-1.829%,"741,628,944"
BLTE,"Belite Bio, Inc American Depositary Shares",$29.80,-0.345,-1.144%,"741,048,758"
TBPH,"Theravance Biopharma, Inc. Ordinary Shares",$10.97,-0.25,-2.228%,"739,004,055"
INTR,Inter & Co. Inc. Class A Common Shares,$1.84,-0.53,-22.363%,"738,133,555"
ROCC,Ranger Oil Corporation Class A Common Stock,$38.61,-1.82,-4.502%,"737,074,128"
VTRU,Vitru Limited Common Shares,$22.00,-0.50,-2.222%,"736,368,820"
IESC,"IES Holdings, Inc. Common Stock",$36.28,0.71,1.996%,"733,746,928"
AGEN,Agenus Inc. Common Stock,$2.40,UNCH,--,"731,548,044"
LGAC,Lazard Growth Acquisition Corp. I Ordinary Shares,$10.12,0.02,0.198%,"727,375,000"
RPAY,Repay Holdings Corporation Class A Common Stock,$8.02,-0.03,-0.373%,"727,326,382"
SLAM,Slam Corp. Class A Ordinary Share,$10.11,UNCH,--,"726,656,250"
IGMS,"IGM Biosciences, Inc. Common Stock",$16.95,-0.06,-0.353%,"725,909,361"
MSDA,MSD Acquisition Corp. Class A Ordinary Shares,$10.09,UNCH,--,"725,218,750"
INDI,"indie Semiconductor, Inc. Class A Common Stock",$5.79,-0.04,-0.686%,"724,512,792"
KARO,Karooooo Ltd. Ordinary Shares,$23.40,0.10,0.429%,"724,255,880"
MRUS,Merus N.V. Common Shares,$15.62,0.15,0.97%,"723,250,939"
GSBC,"Great Southern Bancorp, Inc. Common Stock",$59.21,-0.28,-0.471%,"723,243,578"
DSGR,"Distribution Solutions Group, Inc. Common Stock",$36.61,-0.25,-0.678%,"721,661,336"
TRST,TrustCo Bank Corp NY Common Stock,$37.80,0.21,0.559%,"720,157,095"
OSBC,"Old Second Bancorp, Inc. Common Stock",$16.14,0.10,0.623%,"719,423,682"
NRDS,"NerdWallet, Inc. Class A Common Stock",$9.64,0.04,0.417%,"716,578,960"
SANA,"Sana Biotechnology, Inc. Common Stock",$3.73,-0.22,-5.57%,"711,409,640"
MIRM,"Mirum Pharmaceuticals, Inc. Common Stock",$19.28,-0.22,-1.128%,"710,860,926"
AMAL,Amalgamated Financial Corp. Common Stock (DE),$23.15,0.11,0.477%,"710,063,814"
EXFY,"Expensify, Inc. Class A Common Stock",$8.58,-0.25,-2.831%,"709,286,258"
SYM,Symbotic Inc. Class A Common Stock,$12.04,0.10,0.838%,"705,024,474"
ALLK,Allakos Inc. Common Stock,$8.27,-0.15,-1.781%,"704,633,747"
GRRR,Gorilla Technology Group Inc. Ordinary shares,$9.63,1.52,18.742%,"702,261,240"
SP,SP Plus Corporation Common Stock,$34.81,0.09,0.259%,"702,019,779"
ADV,Advantage Solutions Inc. Class A Common Stock,$2.19,0.11,5.288%,"700,108,972"
ANIP,"ANI Pharmaceuticals, Inc.",$40.04,-0.19,-0.472%,"698,850,352"
OPEN,Opendoor Technologies Inc Common Stock,$1.10,-0.06,-5.172%,"697,622,674"
OPI,Office Properties Income Trust Common Shares of Beneficial Interest,$14.32,0.97,7.266%,"695,465,965"
UFCS,"United Fire Group, Inc. Common Stock",$27.58,0.22,0.804%,"694,943,106"
JOUT,Johnson Outdoors Inc. Class A Common Stock,$67.74,1.62,2.45%,"690,494,684"
EXAI,Exscientia Plc American Depositary Shares,$5.61,0.28,5.253%,"689,348,267"
MAXN,"Maxeon Solar Technologies, Ltd. Ordinary Shares",$15.26,-0.80,-4.981%,"686,648,345"
HONE,"HarborOne Bancorp, Inc. Common Stock",$13.95,0.05,0.36%,"686,179,505"
KRNY,Kearny Financial Corp Common Stock,$10.15,UNCH,--,"685,812,876"
CMPR,Cimpress plc Ordinary Shares (Ireland),$26.15,-1.46,-5.288%,"685,772,035"
GSM,Ferroglobe PLC Ordinary Shares,$3.66,-0.19,-4.935%,"685,567,264"
AMCX,AMC Networks Inc. Class A Common Stock,$15.90,0.23,1.468%,"683,381,762"
HSKA,Heska Corporation Common Stock,$63.07,0.91,1.464%,"682,769,709"
MCRB,"Seres Therapeutics, Inc. Common Stock",$5.40,-0.20,-3.571%,"672,795,401"
NEXT,NextDecade Corporation Common Stock,$4.65,-0.29,-5.87%,"671,423,405"
FDMT,"4D Molecular Therapeutics, Inc. Common Stock",$20.64,-1.57,-7.069%,"668,578,682"
THRY,"Thryv Holdings, Inc. Common Stock",$19.39,0.39,2.053%,"668,473,915"
EGLE,Eagle Bulk Shipping Inc. Common Stock,$48.70,-1.24,-2.483%,"666,263,142"
HBNC,"Horizon Bancorp, Inc. Common Stock",$15.16,0.08,0.531%,"666,052,917"
AVTE,"Aerovate Therapeutics, Inc. Common Stock",$27.03,-2.27,-7.747%,"665,075,123"
CERS,Cerus Corporation Common Stock,$3.74,0.09,2.466%,"663,554,327"
GIII,"G-III Apparel Group, LTD. Common Stock",$13.97,0.26,1.896%,"663,421,316"
CHRS,"Coherus BioSciences, Inc. Common Stock",$8.51,0.59,7.449%,"661,890,252"
HCKT,Hackett Group Inc (The). Common Stock,$20.85,0.48,2.356%,"661,009,677"
ORGN,"Origin Materials, Inc. Common Stock",$4.63,0.02,0.434%,"660,719,219"
FORR,"Forrester Research, Inc. Common Stock",$34.66,-1.10,-3.076%,"660,342,320"
ITOS,"iTeos Therapeutics, Inc. Common Stock",$18.54,-0.99,-5.069%,"659,566,488"
FMBH,"First Mid Bancshares, Inc. Common Stock",$32.18,0.10,0.312%,"658,507,739"
KELYB,"Kelly Services, Inc. Class B Common Stock",$17.26,UNCH,--,"654,982,860"
VKTX,"Viking Therapeutics, Inc. Common Stock",$8.52,-0.88,-9.362%,"653,385,833"
IMTX,Immatics N.V. Ordinary Shares,$8.57,-0.14,-1.607%,"653,265,716"
PGC,Peapack-Gladstone Financial Corporation Common Stock,$36.34,-0.88,-2.364%,"651,240,818"
INDT,"INDUS Realty Trust, Inc. (MD) Common Stock",$63.87,0.38,0.599%,"650,989,610"
ASTL,Algoma Steel Group Inc. Common Shares,$6.26,-0.08,-1.262%,"650,129,633"
CMPX,"Compass Therapeutics, Inc. Common Stock",$5.15,0.12,2.386%,"649,886,086"
TA,TravelCenters of America Inc. Common Stock,$43.64,-1.14,-2.546%,"648,210,799"
GHIX,"Gores Holdings IX, Inc. Class A Common Stock",$9.87,UNCH,--,"647,718,750"
BBSI,"Barrett Business Services, Inc. Common Stock",$92.99,-0.29,-0.311%,"647,383,175"
CATC,Cambridge Bancorp Common Stock,$82.97,-0.09,-0.108%,"646,822,504"
YORW,York Water Company (The) Common Stock,$45.23,0.25,0.556%,"645,717,999"
TNGX,"Tango Therapeutics, Inc.",$7.31,0.06,0.828%,"644,576,458"
KELYA,"Kelly Services, Inc. Class A Common Stock",$16.94,0.04,0.237%,"642,839,493"
LAND,Gladstone Land Corporation Common Stock,$18.51,0.16,0.872%,"642,371,133"
ATEX,Anterix Inc. Common Stock,$33.78,1.61,5.005%,"640,456,707"
NYAX,Nayax Ltd. Ordinary Shares,$19.4091,-0.2909,-1.477%,"639,393,224"
ERAS,"Erasca, Inc. Common Stock",$4.26,-0.05,-1.16%,"639,229,716"
CFIV,CF Acquisition Corp. IV Class A common stock,$10.06,-0.16,-1.566%,"638,810,000"
RAPT,"RAPT Therapeutics, Inc. Common Stock",$18.61,-1.19,-6.01%,"632,086,919"
PUBM,"PubMatic, Inc. Class A Common Stock",$13.17,0.36,2.81%,"629,875,058"
BJRI,"BJ's Restaurants, Inc. Common Stock",$26.85,0.47,1.782%,"628,077,670"
RGP,"Resources Connection, Inc. Common Stock",$18.54,0.16,0.871%,"625,740,963"
KVSC,Khosla Ventures Acquisition Co. III Class A Common Stock,$9.97,0.015,0.151%,"625,685,545"
ACQR,Independence Holdings Corp. Class A Ordinary Share,$10.09,0.01,0.099%,"625,465,327"
LCA,"Landcadia Holdings IV, Inc. Class A Common Stock",$9.985,-0.035,-0.349%,"624,062,500"
SCVL,"Shoe Carnival, Inc. Common Stock",$22.80,-1.11,-4.642%,"619,388,790"
CASS,"Cass Information Systems, Inc Common Stock",$45.28,-0.54,-1.179%,"618,586,064"
BIGC,"BigCommerce Holdings, Inc. Series 1 Common Stock",$8.39,-0.35,-4.005%,"618,183,053"
FLWS,"1-800-FLOWERS.COM, Inc. Common Stock",$9.55,-0.01,-0.105%,"617,221,733"
VITL,"Vital Farms, Inc. Common Stock",$15.14,0.22,1.475%,"616,680,648"
QRTEA,"Qurate Retail, Inc. Series A Common Stock ",$1.61,-0.02,-1.227%,"615,360,740"
RXT,"Rackspace Technology, Inc. Common Stock",$2.91,-0.04,-1.356%,"614,329,739"
BASE,"Couchbase, Inc. Common Stock",$13.56,0.30,2.262%,"612,523,031"
VMEO,"Vimeo, Inc. Common Stock",$3.48,0.05,1.458%,"611,781,390"
NESR,National Energy Services Reunited Corp. Ordinary Shares,$6.68,-0.26,-3.746%,"610,293,050"
DYN,"Dyne Therapeutics, Inc. Common Stock",$11.70,0.11,0.949%,"609,884,636"
CAC,Camden National Corporation Common Stock,$41.84,0.15,0.36%,"609,416,713"
RMGC,RMG Acquisition Corp. III Class A Ordinary Shares,$10.08,-0.005,-0.05%,"608,580,000"
VORB,"Virgin Orbit Holdings, Inc. Common Stock",$1.79,-0.06,-3.243%,"603,255,568"
BTAI,"BioXcel Therapeutics, Inc. Common Stock",$21.46,-0.02,-0.093%,"601,378,409"
CCB,Coastal Financial Corporation Common Stock,$46.36,-1.16,-2.441%,"600,919,618"
CFB,"CrossFirst Bankshares, Inc. Common Stock",$12.36,-0.05,-0.403%,"600,915,761"
EBIX,"Ebix, Inc. Common Stock",$19.43,-0.53,-2.655%,"600,462,758"
CSTL,"Castle Biosciences, Inc. Common Stock",$22.78,-0.76,-3.229%,"600,288,901"
HIFS,Hingham Institution for Savings Common Stock,$278.68,2.72,0.986%,"597,880,072"
NNDM,Nano Dimension Ltd. American Depositary Shares,$2.32,0.02,0.87%,"597,198,373"
VSEC,VSE Corporation Common Stock,$46.60,-0.28,-0.597%,"596,464,995"
CDNA,"CareDx, Inc. Common Stock",$11.10,-0.31,-2.717%,"594,263,886"
BRY,Berry Corporation (bry) Common Stock,$7.74,-0.26,-3.25%,"594,180,473"
SGHT,"Sight Sciences, Inc. Common Stock",$12.32,0.11,0.901%,"593,224,041"
BROG,Brooge Energy Limited Ordinary Shares,$5.40,0.05,0.935%,"591,774,412"
EWCZ,"European Wax Center, Inc. Class A Common Stock",$13.00,0.55,4.418%,"588,450,993"
CARA,"Cara Therapeutics, Inc. Common Stock",$10.95,0.21,1.955%,"588,382,997"
MSBI,"Midland States Bancorp, Inc. Common Stock",$26.53,-0.09,-0.338%,"587,625,439"
DWAC,Digital World Acquisition Corp. Class A Common Stock,$15.78,0.78,5.20%,"587,248,503"
CEVA,"CEVA, Inc. Common Stock",$25.29,-0.29,-1.134%,"586,415,744"
JANX,"Janux Therapeutics, Inc. Common Stock",$14.02,0.85,6.454%,"584,115,667"
SNBR,Sleep Number Corporation Common Stock,$26.53,0.55,2.117%,"583,686,530"
SHCR,"Sharecare, Inc. Class A Common Stock",$1.65,0.05,3.125%,"583,308,002"
HAYN,"Haynes International, Inc. Common Stock",$46.55,0.86,1.882%,"582,856,600"
TILE,"Interface, Inc. Common Stock",$10.01,0.14,1.418%,"582,279,728"
CMBM,Cambium Networks Corporation Ordinary Shares,$21.53,-0.14,-0.646%,"582,071,538"
ZFOX,"ZeroFox Holdings, Inc. Common Stock",$4.92,-0.06,-1.205%,"581,435,898"
FFIC,Flushing Financial Corporation Common Stock,$19.50,0.12,0.619%,"581,206,334"
EDIT,"Editas Medicine, Inc. Common Stock",$8.44,-0.43,-4.848%,"580,359,382"
BLUE,"bluebird bio, Inc. Common Stock",$6.94,0.02,0.289%,"575,395,261"
MRSN,"Mersana Therapeutics, Inc. Common Stock",$5.73,-0.13,-2.218%,"571,704,201"
GDYN,"Grid Dynamics Holdings, Inc. Class A Common Stock",$11.23,0.01,0.089%,"570,945,295"
ACMR,"ACM Research, Inc. Class A Common Stock",$9.60,1.89,24.514%,"570,819,139"
PTSI,"P.A.M. Transportation Services, Inc. Common Stock",$25.67,-0.23,-0.888%,"569,541,907"
HCAT,"Health Catalyst, Inc Common Stock",$10.39,-0.24,-2.258%,"568,863,264"
VAQC,Vector Acquisition Corporation II Class A Ordinary Shares,$10.10,UNCH,--,"568,125,000"
RPTX,Repare Therapeutics Inc. Common Shares,$13.53,-1.18,-8.022%,"567,739,230"
ZING,FTAC Zeus Acquisition Corp. Class A Common Stock,$10.12,0.05,0.497%,"567,107,930"
KE,"Kimball Electronics, Inc. Common Stock",$22.95,0.36,1.594%,"567,102,096"
SNPO,Snap One Holdings Corp. Common Stock,$7.43,0.02,0.27%,"564,239,951"
CSII,"Cardiovascular Systems, Inc. Common Stock",$13.47,-0.15,-1.101%,"564,153,854"
RIOT,"Riot Blockchain, Inc.  Common Stock ",$3.37,-0.02,-0.59%,"563,790,590"
LBC,Luther Burbank Corporation Common Stock,$11.03,-0.08,-0.72%,"563,352,893"
IIIV,"i3 Verticals, Inc. Class A Common Stock",$24.48,0.14,0.575%,"563,019,192"
BAND,Bandwidth Inc. Class A Common Stock,$22.22,-0.73,-3.181%,"562,708,946"
ABST,Absolute Software Corporation Common Stock,$10.75,0.31,2.969%,"561,649,617"
AROW,Arrow Financial Corporation Common Stock,$33.98,0.08,0.236%,"561,643,833"
ARTNA,Artesian Resources Corporation Class A Common Stock,$58.99,0.41,0.70%,"559,873,323"
LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,$23.15,-0.26,-1.111%,"557,970,699"
ETNB,"89bio, Inc. Common Stock",$11.97,-0.76,-5.97%,"557,047,531"
BLNK,Blink Charging Co. Common Stock,$10.95,-0.02,-0.182%,"556,971,367"
AUDC,AudioCodes Ltd. Common Stock,$17.51,-0.38,-2.124%,"556,380,022"
AMRS,"Amyris, Inc. Common Stock",$1.45,-0.08,-5.229%,"556,063,132"
EWTX,"Edgewise Therapeutics, Inc. Common Stock",$8.79,-0.15,-1.678%,"555,647,175"
CSWC,Capital Southwest Corporation Common Stock,$17.33,0.23,1.345%,"555,504,520"
HBT,"HBT Financial, Inc. Common Stock",$19.32,-0.25,-1.277%,"555,500,734"
AMOT,"Allied Motion Technologies, Inc.",$34.94,0.13,0.373%,"555,189,647"
FARO,"FARO Technologies, Inc. Common Stock",$29.56,0.15,0.51%,"555,131,361"
VCSA,"Vacasa, Inc. Class A Common Stock",$1.23,-0.03,-2.381%,"555,119,179"
NVTS,Navitas Semiconductor Corporation Common Stock,$3.61,0.10,2.849%,"553,929,609"
PAHC,Phibro Animal Health Corporation Class A Common Stock,$13.67,0.26,1.939%,"553,684,321"
THFF,First Financial Corporation Indiana Common Stock,$45.99,-0.09,-0.195%,"552,891,688"
CVGW,"Calavo Growers, Inc. Common Stock",$31.17,1.77,6.02%,"552,695,873"
TRNS,"Transcat, Inc. Common Stock",$73.00,2.13,3.006%,"551,755,973"
IONR,ioneer Ltd American Depositary Shares,$10.50,-0.3822,-3.512%,"551,250,000"
BFST,"Business First Bancshares, Inc. Common Stock",$21.94,-0.20,-0.903%,"550,806,684"
CCBG,Capital City Bank Group Common Stock,$32.41,-0.09,-0.277%,"549,732,327"
VECT,VectivBio Holding AG Ordinary Shares,$8.76,0.095,1.096%,"549,537,068"
DHIL,"Diamond Hill Investment Group, Inc. Class A Common Stock",$182.01,-3.01,-1.627%,"548,915,769"
FCBC,"First Community Bankshares, Inc. (VA) Common Stock",$33.67,-0.23,-0.678%,"546,311,474"
DSGN,"Design Therapeutics, Inc. Common Stock",$9.77,-0.49,-4.776%,"546,241,394"
DENN,Denny's Corporation Common Stock,$9.52,0.31,3.366%,"544,860,768"
EH,EHang Holdings Limited ADS,$9.50,0.92,10.723%,"544,780,806"
MCBS,"MetroCity Bankshares, Inc. Common Stock",$21.49,-0.14,-0.647%,"543,886,628"
WVE,Wave Life Sciences Ltd. Ordinary Shares,$6.20,-0.80,-11.429%,"538,839,787"
CCD,Calamos Dynamic Convertible & Income Fund Common Stock,$20.61,0.12,0.586%,"537,526,071"
HSII,"Heidrick & Struggles International, Inc. Common Stock",$27.03,-0.94,-3.361%,"536,832,775"
OPRA,Opera Limited American Depositary Shares,$6.00,-0.29,-4.61%,"536,692,968"
ZYXI,"Zynex, Inc. Common Stock",$13.88,-0.03,-0.216%,"534,380,000"
MBWM,Mercantile Bank Corporation Common Stock,$33.65,0.17,0.508%,"533,897,125"
MULN,"Mullen Automotive, Inc. Common Stock",$0.3215,0.0355,12.413%,"533,399,928"
DGICB,"Donegal Group, Inc. Class B Common Stock",$16.41,0.14,0.86%,"532,801,127"
ANZU,Anzu Special Acquisition Corp I Class A Common Stock,$10.02,UNCH,--,"532,312,500"
SCWX,SecureWorks Corp. Class A Common Stock,$6.28,-0.11,-1.721%,"531,604,952"
DGNU,Dragoneer Growth Opportunities Corp. III Class A Ordinary Shares,$9.86,UNCH,--,"530,808,249"
PTGX,"Protagonist Therapeutics, Inc. Common Stock",$10.78,-0.13,-1.192%,"530,358,871"
FLJ,FLJ Group Limited American Depositary Shares,$2.80,0.34,13.821%,"529,739,848"
PROC,"Procaps Group, S.A. Ordinary Shares",$4.68,-0.57,-10.857%,"528,017,176"
NTGR,"NETGEAR, Inc. Common Stock",$18.27,0.16,0.883%,"527,986,648"
ACCD,"Accolade, Inc. Common Stock",$7.32,-0.47,-6.033%,"526,592,821"
RUTH,"Ruth's Hospitality Group, Inc. Common Stock",$15.83,0.35,2.261%,"525,589,813"
CTAQ,Carney Technology Acquisition Corp. II Class A Common Stock,$10.25,0.01,0.098%,"524,928,125"
